,result
330,1.0184035627160536e-46
331,0.0
332,0.0
333,1.0
334,1.0
335,1.0
336,1.0
337,1.0
338,1.0
339,3.559803303503809e-20
340,0.0
341,9.001976357504568e-85
342,1.0
343,8.668914894166169e-187
344,1.0
345,1.0
346,1.0
347,1.0
348,7.448726752319033e-231
349,1.0
350,1.0
351,0.0
352,1.0
353,5.466373112417678e-17
354,1.0
355,1.0
356,9.085229485998101e-82
357,1.0
358,0.0
359,1.0
360,0.0
361,1.0
362,1.0
363,0.0
364,7.630738635511704e-238
365,1.0
366,1.0
367,1.0
368,1.0676952436764833e-192
369,1.0
370,1.0
371,1.0
372,1.0
373,0.0
374,1.0
375,1.0
376,0.0
377,2.1632012673190833e-158
378,2.6641370578385905e-52
379,1.0
380,2.110621740006324e-233
381,0.0
382,1.0
383,1.0
384,1.0
385,0.9999999973745779
386,1.0
387,1.0
388,1.0
389,1.29110390348079e-271
390,1.0
391,1.0
392,2.4270141405177935e-103
393,0.0
394,1.0
395,1.0
396,1.0
397,1.0
398,1.0
399,4.550655403098025e-262
400,1.0
401,6.895434188377135e-51
402,1.1488840220987577e-193
403,1.0
404,1.0
405,1.0
406,1.4700319777838774e-191
407,1.0
408,1.0
409,5.74373459706547e-137
410,1.0
411,1.0
412,0.0
413,1.007095081263811e-217
414,1.0
415,1.0
416,1.0
417,1.0
418,8.668914894166169e-187
419,0.0
420,2.3584200091828776e-79
421,0.0
422,0.0
423,0.0
424,3.725761529240679e-270
425,2.077322012367693e-96
426,1.0
427,1.0
428,5.303764686024723e-07
429,1.042214913365522e-60
430,1.0570877296198934e-226
431,1.0
432,1.0
433,1.0
434,0.0
435,1.0
436,1.0
437,1.0
438,0.0
439,1.0
440,0.0
441,1.0
442,1.0
443,8.346219602396327e-222
444,1.0
445,1.0
446,2.8863099131510083e-159
447,0.0
448,1.0
449,0.0
450,1.0
451,1.0
452,1.0
453,1.0
454,1.0
455,1.4524184685576633e-33
456,0.0
457,1.0
458,1.0
459,0.0
460,1.0
461,0.0
462,0.0
463,1.0
464,1.0
465,1.0223103109986448e-78
466,1.0
467,0.0
468,1.0
469,1.0
470,1.0
471,6.13751980215234e-115
472,1.0
473,1.0
474,7.54635322003948e-225
475,1.0289386672432252e-151
476,1.0
477,7.391514354856772e-148
478,1.2684128714095278e-212
479,1.0
480,1.0
481,0.0
482,1.0
483,0.0
484,0.0
485,1.0
486,1.0
487,1.0
488,0.0
489,1.486588212654334e-188
490,1.0
491,4.193956431402071e-169
492,9.052928626166625e-189
493,0.0
494,1.0
495,1.0
496,4.2258889292442734e-161
497,0.0
498,1.0407363571909045e-47
499,1.0
500,1.0
501,1.1857267194184166e-104
502,1.0
503,1.0
504,1.0
505,1.0
506,1.0
507,0.0
508,1.0
509,1.0
510,1.0
511,1.0
512,1.0
513,0.0
514,0.0
515,1.0
516,1.0
517,5.3471478216394164e-242
518,5.273464021922565e-87
519,1.0
520,0.0
521,0.0
522,0.0
523,1.0
524,1.0
525,5.3901905371328245e-80
526,1.0
527,1.0
528,1.0
529,7.847908124290284e-293
530,2.458230681879062e-118
531,1.0
532,1.0
533,0.0
534,1.0
535,1.0
536,1.0
537,0.0
538,1.0
539,0.9999987524943008
540,1.0
541,1.0
542,1.0
543,1.0
544,0.0
545,0.0
546,1.0
547,0.0
548,0.0
549,1.0
550,1.0
551,6.983296173422359e-178
552,0.0
553,0.9999999999999996
554,2.8775477167962437e-141
555,1.0
556,1.0
557,1.0
558,1.0
559,0.0
560,1.0
561,1.0
562,1.6637059868994356e-276
563,0.0
564,1.0
565,1.0
566,0.0
567,1.9109335908255393e-09
568,1.0
569,1.0
570,5.42120157198887e-296
571,0.0
572,5.404086488727154e-177
573,1.0
574,1.6177418988541764e-37
575,1.0
576,1.0
577,0.0
578,4.644587628497457e-32
579,1.0
580,0.0
581,4.378309955588022e-88
582,1.0
583,1.0
584,1.935218242791518e-61
585,6.558302561720623e-93
586,1.0
587,0.0
588,1.0
589,1.0
590,1.0
591,1.0
592,1.0
593,1.0
594,1.5935702932318535e-232
595,1.0
596,1.0
597,0.0
598,1.0
599,0.0
600,1.0
601,4.9630821036717073e-138
602,9.674162561906579e-111
603,1.0
604,1.0
605,0.0
606,1.0
607,1.0
608,1.0
609,0.0
610,0.0
611,1.0
612,0.0
613,1.0
614,1.0
615,1.0
616,3.1059723466738595e-104
617,0.0
618,1.0
619,1.0
620,1.5890058864073108e-124
621,1.0
622,1.0
623,0.999999999999992
624,1.0
625,1.0
626,1.0
627,1.0
628,1.0
629,1.0
630,1.0
631,1.4686892740662706e-86
632,1.0
633,1.0
634,0.9999999999997893
635,1.0
636,0.0
637,0.0
638,1.0
639,1.0
640,2.0322163963281634e-159
641,1.5932499439316855e-240
642,0.0
643,1.0
644,1.0
645,1.0
646,1.0
647,1.0
648,1.0
649,0.0
650,0.0
651,0.0
652,1.0
653,7.522528895865278e-106
654,0.0
655,1.0
656,1.0
657,0.0
658,0.0
659,0.0
660,1.0
661,1.0
662,1.0
663,1.0
664,1.0
665,5.792874207055144e-274
666,1.0
667,1.0
668,1.0
669,1.0
670,3.4217415211348955e-50
671,1.0
672,4.442858739696773e-175
673,1.0
674,0.0
675,0.0
676,1.0
677,1.578967501679158e-235
678,1.5304269166241561e-61
679,1.6568062919157966e-65
680,1.0
681,0.0
682,1.0
683,1.0
684,1.0
685,1.0
686,1.0
687,1.0
688,1.0
689,0.0
690,1.0
691,4.207183191018597e-160
692,0.0
693,1.0
694,1.0
695,1.0
696,1.0
697,1.0
698,2.603511032215075e-57
699,1.0
700,0.0
701,0.9999999999688429
702,1.0
703,1.0
704,1.0
705,1.5480146956564346e-210
706,2.191408379203851e-296
707,1.0
708,1.0
709,1.0
710,1.0
711,1.4289330556719317e-218
712,1.0
713,1.0
714,1.8985348478297833e-210
715,1.0
716,1.0
717,0.0
718,1.0
719,1.0
720,1.0
721,1.0
722,1.0
723,1.0
724,1.2047895066561569e-57
725,1.0
726,1.0
727,0.0
728,1.0
729,1.1688429193712926e-28
730,0.0
731,1.0
732,1.0
733,1.0
734,1.0
735,0.0
736,0.0
737,1.0
738,1.0
739,1.0
740,1.0
741,1.0
742,5.817266365995678e-208
743,1.0
744,1.0
745,0.0
746,0.0
747,1.0
748,1.0
749,1.0
750,1.0
751,0.0
752,0.0
753,6.084851215334718e-140
754,1.7369983285918943e-214
755,1.0
756,0.0
757,1.0
758,1.0
759,1.0
760,1.0
761,1.0
762,1.0
763,0.0
764,0.0
765,1.0
766,0.0
767,1.0
768,1.722104234687755e-58
769,1.0
770,0.0
771,3.3206241281100303e-32
772,1.0
773,1.0
774,0.0
775,0.0
776,0.0
777,1.0
778,1.0
779,0.0001754414962673077
780,7.753876698958943e-135
781,0.0
782,1.0
783,0.0
784,1.0291662481979383e-90
785,1.0
786,1.0
787,1.0
788,1.0
789,7.4456058622305e-129
790,0.0
791,6.350457399892798e-48
792,1.0
793,1.0
794,1.0
795,1.0
796,1.0
797,1.0
798,1.0
799,1.0
800,5.464730500922738e-187
801,0.0
802,1.0
803,1.0
804,1.0
805,0.0
806,0.0
807,2.033410406756032e-181
808,1.0
809,1.0
810,0.0
811,1.0
812,2.6013050009925012e-99
813,6.19986228153013e-89
814,1.0
815,1.0
816,1.0
817,1.0
818,4.2004257189862015e-283
819,2.7205288633745535e-249
820,2.587670119396645e-235
821,1.0
822,5.4162816244883673e-20
823,3.436952958099099e-48
824,1.0
825,0.0
826,0.0
827,1.0
828,0.989089791841452
829,0.0
830,3.075073862112235e-10
831,0.0
832,1.0
833,1.0
834,1.0
835,0.0
836,1.0
837,1.935218242791518e-61
838,1.0
839,1.0
840,2.2932469684798213e-21
841,2.210638581052507e-159
842,1.0
843,1.0
844,1.0
845,1.0
846,1.0
847,1.0
848,9.114002981649331e-201
849,1.6904532762878344e-136
850,7.915888374128308e-100
851,1.0
852,1.0
853,0.0
854,0.0
855,0.0
856,5.066478697457365e-156
857,1.0
858,1.0
859,0.0
860,3.7187105159322185e-201
861,1.0
862,1.5581555568367045e-49
863,6.636279438280976e-184
864,0.0
865,1.0
866,1.0
867,1.0
868,1.0
869,0.0
870,1.0
871,1.0
872,1.0
873,1.0
874,1.0
875,0.0
876,0.0
877,1.0
878,0.0
879,1.0
880,1.0
881,0.0
882,1.0
883,1.0
884,0.0
885,1.0
886,1.0
887,8.677188718305342e-279
888,1.0
889,2.616606164631114e-248
890,0.0
891,1.0
892,0.0
893,1.0
894,1.0
895,0.0
896,1.0
897,3.776225545459871e-17
898,1.0
899,1.0
900,1.0
901,1.0
902,0.0
903,1.0
904,0.0
905,0.0
906,0.0
907,1.0
908,1.0
909,1.0
910,1.0
911,0.0
912,1.0
913,1.0
914,1.0490860488056604e-106
915,1.0
916,3.1533026726831094e-269
917,0.0
918,0.0
919,1.0
920,0.0
921,1.0
922,1.0
923,0.0
924,1.0
925,0.0
926,0.0
927,0.0
928,1.0
929,1.0
930,0.0
931,1.0
932,2.4016332169787467e-59
933,0.0
934,1.0
935,1.0
936,1.0
937,1.0
938,6.969940104130812e-162
939,1.0
940,2.941669176350982e-265
941,1.0
942,0.0
943,2.983344966018445e-277
944,0.9999999994567637
945,1.0
946,0.0
947,1.0
948,1.0
949,1.0
950,1.0
951,2.40637795028743e-19
952,3.214485630182571e-104
953,1.0
954,6.820374617372046e-161
955,1.0
956,1.3261142273145263e-279
957,3.8624894280760815e-166
958,1.0
959,1.0
960,1.0
961,1.0
962,1.0
963,1.0
964,1.0
965,1.0
966,1.0
967,0.0
968,1.0
969,1.0
970,0.0
971,9.640344700968224e-258
972,1.4081912381522897e-259
973,0.0
974,1.0
975,1.0
976,1.0
977,0.0
978,1.0
979,0.0
980,0.0
981,0.0
982,9.382764358130458e-71
983,1.0
984,1.0
985,1.0
986,1.0
987,1.0
988,1.0
989,2.810580599436722e-68
990,1.0
991,0.0
992,1.4032218935248304e-238
993,0.0
994,1.0
995,3.479025009627305e-265
996,0.0
997,1.0
998,0.0
999,1.0
1000,1.0
1001,1.0
1002,1.0
1003,1.0
1004,1.0
1005,0.0
1006,1.4927593322251702e-178
1007,1.0
1008,1.0
1009,0.0
1010,0.0
1011,0.0
1012,1.0
1013,1.0
1014,0.0
1015,1.0
1016,0.0
1017,0.0
1018,1.0
1019,0.0
1020,1.276927442519664e-149
1021,1.0
1022,2.77124643622739e-187
1023,1.0
1024,8.248639688922757e-75
1025,1.0
1026,1.0
1027,1.0
1028,6.879770287501673e-261
1029,1.0
1030,1.0
1031,1.0
1032,1.0
1033,0.0
1034,0.0
1035,1.0
1036,0.0
1037,1.0
1038,1.0
1039,1.0
1040,1.0
1041,1.0
1042,1.0
1043,1.0
1044,2.2119819031779496e-128
1045,1.8459980653146068e-155
1046,0.0
1047,1.0
1048,1.0
1049,1.0
1050,1.0
1051,1.0
1052,0.0
1053,1.0
1054,1.0
1055,1.0
1056,0.0
1057,1.0
1058,1.0
1059,1.0
1060,0.0
1061,1.0
1062,1.0
1063,1.0
1064,1.0
1065,1.0
1066,1.0
1067,1.0
1068,1.0
1069,1.0
1070,0.0
1071,1.0
1072,1.0
1073,1.0
1074,1.0
1075,0.0
1076,0.0
1077,1.0
1078,1.0
1079,1.0
1080,0.0
1081,1.0
1082,1.0
1083,1.0
1084,1.0
1085,1.0421183692693305e-41
1086,1.0
1087,1.0
1088,1.0
1089,1.0
1090,1.0
1091,0.0
1092,1.0
1093,1.0
1094,1.0
1095,1.4431101564856645e-128
1096,1.0
1097,1.0
1098,0.0
1099,2.990778321412762e-187
1100,1.0
1101,1.0
1102,0.0
1103,1.0
1104,0.0
1105,0.0
1106,1.0
1107,1.0
1108,1.0
1109,1.0
1110,1.0
1111,1.0
1112,1.0
1113,1.0
1114,1.0
1115,0.0
1116,1.0
1117,0.0
1118,1.0
1119,1.0
1120,0.9999999996627402
1121,1.813315008373099e-186
1122,0.0
1123,1.0
1124,0.0
1125,1.0
1126,1.34575392536441e-129
1127,0.0
1128,4.97880049818742e-257
1129,1.0
1130,1.0
1131,1.6322238595140983e-23
1132,3.976312246040213e-92
1133,1.0
1134,1.0
1135,1.0
1136,3.185776160846439e-174
1137,1.136435185011984e-112
1138,0.0
1139,1.0
1140,1.0
1141,1.0
1142,0.0
1143,1.0
1144,1.0
1145,1.0
1146,0.0
1147,1.0
1148,1.0
1149,1.0
1150,0.0
1151,1.0
1152,1.0
1153,0.0
1154,1.0
1155,3.627350793402087e-134
1156,1.0
1157,0.0
1158,1.0
1159,1.0
1160,0.0
1161,1.0
1162,1.0
1163,1.0
1164,6.85805040866513e-142
1165,5.501562268976757e-274
1166,1.0
1167,0.0
1168,1.0
1169,0.0
1170,2.8204591251608344e-217
1171,1.0
1172,1.0
1173,1.0
1174,1.9694281274937392e-200
1175,1.0
1176,1.0
1177,0.0
1178,1.0
1179,8.733389747903178e-56
1180,1.0
1181,0.0
1182,0.0
1183,1.0
1184,0.0
1185,1.0
1186,1.0
1187,1.0
1188,1.4148489676138235e-143
1189,1.0
1190,1.0
1191,1.0
1192,7.599394853048727e-27
1193,1.0570877296198934e-226
1194,1.0
1195,4.253288337206494e-234
1196,1.0
1197,1.0
1198,1.0
1199,1.0
1200,1.0
1201,1.0
1202,0.0
1203,1.0
1204,1.0
1205,1.0
1206,2.9710309254137037e-119
1207,1.0
1208,1.0
1209,3.448226585473956e-226
1210,1.0
1211,1.0
1212,0.999999999999984
1213,1.0
1214,1.0
1215,0.0
1216,1.0
1217,1.0
1218,1.0
1219,2.7572139521569786e-52
1220,1.0
1221,1.0
1222,1.0
1223,9.876626243865919e-244
1224,1.0
1225,5.321938772011783e-223
1226,0.0
1227,0.0
1228,1.0
1229,0.0
1230,1.0
1231,1.0
1232,1.0
1233,1.0
1234,1.0
1235,1.0
1236,1.0
1237,1.0
1238,1.0
1239,1.2399695789115075e-44
1240,1.0
1241,2.819538584601929e-134
1242,2.244563078057368e-87
1243,1.0
1244,1.0
1245,0.0
1246,0.0
1247,1.0
1248,1.0
1249,1.0
1250,2.3006924554955877e-31
1251,1.0
1252,1.0
1253,1.0
1254,1.0
1255,1.0
1256,1.0
1257,1.0
1258,1.4980259071059089e-71
1259,1.0
1260,0.0
1261,0.0
1262,1.0
1263,1.0
1264,1.0
1265,1.7931559621934432e-229
1266,1.0
1267,1.0
1268,0.0
1269,1.0
1270,1.0
1271,1.0
1272,1.0
1273,1.0
1274,1.0
1275,1.0
1276,6.4321377299618e-63
1277,1.0
1278,1.0
1279,1.0
1280,0.0
1281,0.0
1282,2.6766970643839254e-285
1283,7.311635149710346e-149
1284,4.497301316771e-40
1285,2.615958202505111e-53
1286,4.127542827728333e-88
1287,1.0
1288,7.599394853048727e-27
1289,1.0
1290,1.0
1291,1.0
1292,1.0
1293,0.0
1294,2.161645276860759e-133
1295,5.284631587149713e-95
1296,0.0
1297,0.0
1298,1.0
1299,0.0
1300,0.0
1301,1.0
1302,1.0
1303,1.0
1304,1.0
1305,2.549562108305816e-156
1306,1.0
1307,1.0
1308,1.0
1309,1.0
1310,1.0
1311,0.0
1312,1.0
1313,1.0460330503772838e-182
1314,2.458280116110648e-65
1315,0.0
1316,1.0
1317,1.0
1318,1.0
1319,1.0
1320,0.0
1321,1.0
1322,0.0
1323,1.0
1324,1.0
1325,1.0
1326,2.54431579130314e-09
1327,1.0
1328,1.0
1329,1.0
1330,1.0
1331,0.0
1332,1.0
1333,1.0
1334,1.0
1335,1.0
1336,0.0
1337,1.0
1338,0.0
1339,1.0
1340,1.0
1341,1.0
1342,0.0
1343,1.0
1344,1.0
1345,0.0
1346,1.0
1347,1.0
1348,1.0
1349,0.0
1350,1.0
1351,3.758233324433881e-189
1352,0.0
1353,1.0
1354,1.0
1355,1.0
1356,1.0
1357,0.0
1358,0.0
1359,0.0
1360,1.0
1361,0.0
1362,1.0
1363,1.0
1364,1.0
1365,1.0
1366,1.277601959297791e-227
1367,2.305840223471986e-301
1368,9.457856675277886e-186
1369,2.3872417568375397e-256
1370,0.9790680524921349
1371,7.431365591537759e-113
1372,1.4592951293516173e-306
1373,0.0
1374,1.0
1375,6.650949126127701e-211
1376,0.0
1377,1.0
1378,1.0
1379,7.102758969838014e-167
1380,0.0
1381,1.0
1382,1.1332280459384615e-214
1383,1.0
1384,1.0
1385,1.0
1386,1.0
1387,1.0
1388,1.0
1389,0.0
1390,1.0
1391,0.05758201803445148
1392,1.0
1393,1.0
1394,1.0
1395,0.0
1396,1.0
1397,5.133765356928364e-60
1398,1.2371123076712552e-182
1399,0.0
1400,2.0752182464812946e-60
1401,1.0
1402,2.0444535757417242e-143
1403,1.0
1404,1.0
1405,1.0
1406,1.0
1407,1.7409181271514412e-57
1408,1.0
1409,1.0
1410,2.3158005049318544e-208
1411,1.2044516954714247e-174
1412,1.0
1413,1.0
1414,1.0
1415,0.0
1416,1.0
1417,1.0
1418,1.0
1419,1.0
1420,0.0
1421,1.071776876041407e-96
1422,1.0
1423,0.0
1424,1.0
1425,1.0
1426,1.0
1427,0.9999999303525586
1428,0.0
1429,2.5160300452040915e-52
1430,0.0
1431,1.0
1432,1.0
1433,1.0
1434,1.0
1435,4.606175670098928e-15
1436,1.1117617377438022e-14
1437,1.0
1438,1.0
1439,0.0
1440,1.0
1441,1.0
1442,0.0
1443,1.0
1444,1.0
1445,1.0
1446,1.0
1447,1.0
1448,1.0
1449,0.0
1450,1.0
1451,1.0
1452,1.0
1453,1.0
1454,1.0
1455,2.6766970643839254e-285
1456,1.0
1457,1.0
1458,1.070726520031105e-132
1459,1.0
1460,1.0
1461,1.0
1462,1.0
1463,1.0
1464,1.0
1465,1.0
1466,1.0
1467,1.0
1468,1.0
1469,0.0
1470,1.0
1471,1.0
1472,0.0
1473,1.0055237825545579e-156
1474,3.933261622010633e-146
1475,1.0
1476,1.0
1477,1.0
1478,5.191068154813035e-126
1479,0.0
1480,0.0
1481,1.0
1482,1.0
1483,0.0
1484,1.0
1485,1.0
1486,1.0
1487,1.0
1488,1.0
1489,1.0
1490,0.0
1491,1.0
1492,1.9474955704161462e-299
1493,1.0
1494,1.0
1495,2.4094625382126505e-197
1496,3.4027764407275637e-40
1497,0.0
1498,0.0
1499,3.348094164828344e-286
1500,1.0
1501,0.0
1502,0.0
1503,1.0
1504,1.0
1505,0.0
1506,0.0
1507,1.0
1508,1.0
1509,1.0
1510,1.0
1511,1.0
1512,1.0
1513,0.0
1514,2.693642883797126e-302
1515,1.0
1516,0.0
1517,1.0
1518,1.0
1519,0.0
1520,1.0
1521,1.0
1522,4.732876874575409e-221
1523,1.0
1524,1.0
1525,0.0
1526,3.445746276430966e-201
1527,0.0
1528,1.5549285794239535e-251
1529,1.0
1530,1.0
1531,1.0
1532,6.1063190593949825e-33
1533,1.0
1534,0.0
1535,1.0
1536,0.0
1537,1.0
1538,1.0
1539,1.0
1540,0.0
1541,1.0
1542,1.0
1543,1.0
1544,0.0
1545,5.608491747754869e-181
1546,1.0
1547,1.0
1548,0.0
1549,1.0
1550,1.0
1551,1.0
1552,1.2375739200408928e-84
1553,1.0
1554,0.0
1555,0.0
1556,1.0
1557,3.3100529032236136e-41
1558,2.507969815466254e-114
1559,1.0
1560,0.0
1561,1.0
1562,1.0
1563,1.0
1564,2.40248104205749e-14
1565,1.0
1566,1.0
1567,0.0
1568,0.0
1569,1.0
1570,0.0
1571,1.0
1572,1.0
1573,1.0
1574,1.0
1575,1.0
1576,1.0
1577,0.0
1578,1.0
1579,1.0
1580,1.0
1581,1.0
1582,0.0
1583,1.0
1584,1.0
1585,1.0
1586,1.0
1587,1.0
1588,1.0
1589,0.0
1590,1.0
1591,1.0
1592,7.469779517545348e-139
1593,1.0
1594,1.0
1595,1.0
1596,1.0
1597,3.034119390386943e-79
1598,0.0
1599,1.0
1600,5.3270294948838844e-154
1601,1.0
1602,4.512960470529235e-117
1603,1.1012493520315274e-06
1604,1.0
1605,2.183033934743311e-264
1606,1.0
1607,1.0
1608,0.0
1609,1.0
1610,1.0
1611,1.0
1612,1.0
1613,1.0
1614,1.0
1615,9.583271920614868e-50
1616,0.0
1617,1.0
1618,0.0
1619,0.0
1620,1.0
1621,1.0
1622,1.0
1623,9.407516586133975e-115
1624,1.0
1625,0.0
1626,0.9999992946608697
1627,2.7891774046087823e-132
1628,0.0
1629,1.0
1630,0.0
1631,1.0
1632,1.0
1633,1.0
1634,1.0
1635,1.0
1636,1.0
1637,1.0
1638,1.0
1639,1.0
1640,1.0
1641,0.0
1642,5.505047993253211e-112
1643,1.0
1644,1.0
1645,1.0
1646,4.3714787904756936e-27
1647,0.0
1648,0.0
1649,0.0
1650,1.0
1651,1.0
1652,1.0
1653,3.2618330873719306e-63
1654,1.0
1655,0.0
1656,1.0
1657,1.0
1658,9.882951547904927e-285
1659,1.1826701193991483e-175
1660,1.0
1661,1.0
1662,8.95578287843666e-06
